ScopeItem,ActivityTitle,HasMetadata,QuestionText,QuestionQuality,ThinkAboutQuality,ModulesCorrect,ConfigReadable,MasterDataComplete,EffortAppropriate,DomainSpecific,JargonFree,Answerable
"J45","Additional Information: Preliminary Steps: Configure Flexible Workflow for Purchase Order",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Preliminary Steps: Manage Conditions to Restart Flexible Workflow",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Preliminary Steps: Create Ready-to-Use Situation Type for Cash Discount at Risk (Optional)",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Preliminary Steps: Create Team and Responsibilities (Optional)",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Change Material Master Data - Purchasing Data",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Change Supplier Master Data - Purchasing Organization Data",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Generate Source List",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Preliminary Steps: Edit User-Specific Parameters for Supplier Invoices (Optional)",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Preliminary Steps for eDocument Process (Optional): Maintain Business Partner Master Data",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Preliminary Steps for eDocument Process (Optional): Maintain Company Code Data",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Preliminary Steps for eDocument Process (Optional): Define Process Communication Through Cloud Services",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Preliminary Steps for eDocument Process (Optional): Value Mapping Maintenance for Electronic Invoicing (Optional)",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Test Procedures",true,"Does your team need to validate the procurement process through testing?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Procurement of Stock Material: Convert Purchase Requisitions to Purchase Orders",true,"How do your employees request materials to be purchased?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Create Purchase Order",true,"How are purchase orders created in your company?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Approve Purchase Order (Optional)",true,"Do purchase orders require approval before being sent to suppliers?",EXCELLENT,OK,YES,YES,NONE,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Preview Purchase Order (Optional)",true,"Do you preview purchase orders before sending them to suppliers?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Change Purchase Order (Optional)",true,"Do you frequently need to modify purchase orders after creation?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Monitor Purchase Order Items (Optional)",true,"How do you track and monitor open purchase orders?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Execute Mass Changes to Purchase Orders (Optional)",true,"Do you need to update multiple purchase orders at once?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Post Goods Receipt",true,"How do you record when purchased materials arrive?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Preview Goods Receipt Slip and Label (Optional)",true,"Do you print goods receipt slips or labels for received materials?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Reverse Goods Receipt (Optional)",true,"Do you sometimes need to reverse a goods receipt?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Analyze Stock Overview (Optional)",true,"Do you need to check current stock levels?",GOOD,OK,YES,YES,YES,YES,NO,YES,NEEDS_CONTEXT
"J45","Procurement of Stock Material: Manage Stock (Optional)",true,"How do you manage and adjust inventory?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Option A: Create Supplier Invoice with PO/GR Relation",true,"How do you process supplier invoices for purchased materials?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Option B: Create Supplier Invoice with PO/GR relation (with Invoice Reduction) (Optional)",true,"How do you process supplier invoices for purchased materials?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Option B: Print Complaint Letter in case of Invoice Reduction (Only relevant for SAP S/4HANA Cloud Public Edition)",true,"Do you reduce invoice amounts when they don't match the PO?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Create Supplier Invoice without PO/GR (Optional)",true,"How do you process supplier invoices for purchased materials?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Create Credit Memo (Optional)",true,"Do you process supplier credit memos?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Procurement of Stock Material: Clear GR / IR (Optional)",true,"Do you need to clear the GR/IR clearing account?",GOOD,OK,YES,YES,YES,YES,NO,YES,NEEDS_CONTEXT
"J45","Monitor Down Payment process: Create Purchase Order Manually for Down Payment",true,"How are purchase orders created in your company?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Monitor Down Payment process: Monitor Down Payments (Optional)",true,"Do you make advance payments to suppliers for direct materials?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Monitor Down Payment process: Create Down Payment Request",true,"Do you make advance payments to suppliers for direct materials?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Monitor Down Payment process: Create Down Payment",true,"Do you make advance payments to suppliers for direct materials?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Monitor Down Payment process: Post Goods Receipt",true,"How do you record when purchased materials arrive?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Monitor Down Payment process: Create Supplier Invoice for Down Payment (Optional)",true,"How do you process supplier invoices for purchased materials?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Automatic Purchase Order Creation from Purchase Requisition",true,"How do your employees request materials to be purchased?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Create Purchase Requisition",true,"How do your employees request materials to be purchased?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Automatic Conversion of Purchase Requisition to Purchase Order",true,"How do your employees request materials to be purchased?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Post Goods Receipt",true,"How do you record when purchased materials arrive?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","Create Supplier Invoice",true,"How do you process supplier invoices for purchased materials?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"J45","eDocument Cockpit",true,"Do you need to monitor electronic document processing for procurement?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Post Goods Receipt Blocked Stock",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Release Goods Receipt Blocked Stock",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Setup Mail Notification for Purchase Order Workflow",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Setup Mail Notification for Purchase Order Deadline",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Configure Deadline in Manage Workflows for Purchase Orders",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Change Material Master Data – For Free Goods",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Change Supplier Master Data - For Free Goods",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Create Purchase Order Manually for Free Goods",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Quantity Optimization for Purchase Order: Setup a Static Rounding Profile",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Quantity Optimization for Purchase Order: Maintain a Rounding Profile in the Purchasing Info Record",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Quantity Optimization for Purchase Order: Create Purchase Order with Quantity Optimization",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Quantity Optimization for Purchase Order: Simulate Quantity Optimizing",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Rework Flexible Workflow for Purchase Orders: Activate Inquiry Workflow for Purchase Orders",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Rework Flexible Workflow for Purchase Orders: Configure Rework Flexible Workflow for Purchase Orders",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Rework Flexible Workflow for Purchase Orders: Rework Purchase Order",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Output Parameter Determination for Purchase Orders Dunning Reminder",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Create Purchase Order for Dunning Reminder",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Dunning Reminder on Purchase Orders Advanced",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Schedule Dunning Reminder Output for Purchase Orders (Optional)",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Maintain CDS Based Custom Attributes for Purchase Order Workflow (Optional)",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Approve Purchase Order through Task Cards (Optional)",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Purchase Order Workflow Review: Configure Purchase Order Flexible Workflow for Review",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Additional Information: Purchase Order Workflow Review: Review Purchase Order Items (Optional)",true,"Does your implementation team need to configure procurement system settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"J45","Procurement of Stock Material: Check Goods Receipt Details (Optional)",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"J45","Procurement of Stock Material: Analyze Material Document (Optional)",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"J45","Procurement of Stock Material: Detect Critical Cash Discount Situations (Optional)",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"J45","Procurement of Stock Material: React to Critical Cash Discount Situations (Optional)",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"J45","Procurement of Stock Material: Check Supplier Invoice List (Optional)",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"J45","Procurement of Stock Material: Approve Supplier Invoice (Optional)",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"J45","Procurement of Stock Material: Reverse Invoice (Optional)",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"J45","Procurement of Stock Material: Cancel Journal Entry (Optional)",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"1NT","Additional Information",true,"Does your implementation team need to configure project management settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"1NT","Additional Information: Manage Teams and Responsibilities for Projects (Optional)",true,"Does your implementation team need to configure project management settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"1NT","Additional Information: Manage Situation Types (Optional)",true,"Does your implementation team need to configure project management settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"1NT","Test Procedures",true,"Does your team need to validate the project control process through testing?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"1NT","Create Project",true,"How do you create and set up new projects?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"1NT","Create Project Using Copy Functionality (Optional)",true,"How do you create and set up new projects?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"1NT","Project Review (Optional)",true,"Do you conduct periodic project reviews?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Update Project (Optional)",true,"How do you update project details as things change?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"1NT","Mass Changes to Projects and Work Packages (Optional)",true,"Do you need to update multiple projects or work packages at once?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"1NT","Capture Planned Costs",true,"How do you plan and estimate project costs?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Capture Project Budget",true,"How do you manage project budgets?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Upload Project Budget (Optional)",true,"How do you manage project budgets?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Manage Project Budget (Optional)",true,"How do you manage project budgets?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Define Demand",true,"How do you define resource and material demands for projects?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Release Projects/Project Parts",true,"How do you authorize projects to start spending?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Direct Activity Allocation",true,"Do you allocate internal activities (labor hours) directly to projects?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"1NT","Post General Journal Entry",true,"Do you post manual journal entries to projects?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Time Recording",true,"How do your employees record time spent on projects?",GOOD,OK,YES,YES,NONE,YES,YES,YES,NEEDS_CONTEXT
"1NT","Project Control Procurement",true,"How do you procure materials and services for projects?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Monitor Projects",true,"How do you monitor project progress and financials?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Monitor Projects via Project Financial Controller Overview",true,"How do you monitor project progress and financials?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Monitor Projects via Monitor Projects App",true,"How do you monitor project progress and financials?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Monitor Projects via Project Cost Report",true,"How do you monitor project progress and financials?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Monitor Projects via Project Budget Report",true,"How do you manage project budgets?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Monitor Projects via Manage Project Procurement",true,"How do you monitor project progress and financials?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Monitor Projects via P&amp;L Plan/Actual",true,"How do you monitor project progress and financials?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Check/update Settlement Rules (Optional)",true,"How do you settle project costs to final receivers?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Settlement Rule for Overhead Projects",true,"How do you settle project costs to final receivers?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Settlement Rule for Investment Projects",true,"How do you settle project costs to final receivers?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Period End Closing Projects (Optional)",true,"What period-end activities do you perform for projects?",GOOD,OK,YES,YES,NONE,YES,YES,YES,CLEAR
"1NT","Period End Closing Projects - Apply Overhead (Optional)",true,"What period-end activities do you perform for projects?",GOOD,OK,YES,YES,NONE,YES,YES,YES,CLEAR
"1NT","Period End Closing Projects – Run Settlements",true,"What period-end activities do you perform for projects?",GOOD,OK,YES,YES,NONE,YES,YES,YES,CLEAR
"1NT","Period End Closing Projects- Monitor Financials",true,"What period-end activities do you perform for projects?",GOOD,OK,YES,YES,NONE,YES,YES,YES,CLEAR
"1NT","Complete Project Parts and Project",true,"How do you formally complete project phases or entire projects?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"1NT","Close Project Parts and Project",true,"How do you close projects and prevent further postings?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"1NT","Monitor Notification (Optional)",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BDW","Additional Information",true,"Does your implementation team need to configure returnables processing settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Test Procedures",true,"Does your team need to validate the returnables process through testing?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Display Pallets Stock",true,"Do you need to track the stock of returnable packaging?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Create Sales Order",true,"How do you process sales orders that include returnable packaging?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"BDW","Create Attachment for Sales Order (Optional)",true,"Do you attach documents to sales, delivery, or billing records?",GOOD,OK,YES,YES,YES,YES,NO,YES,CLEAR
"BDW","Create Delivery",true,"How do you create delivery documents for shipments?",GOOD,OK,YES,YES,NONE,YES,NO,YES,CLEAR
"BDW","Create Attachment for Delivery (Optional)",true,"Do you attach documents to sales, delivery, or billing records?",GOOD,OK,YES,YES,YES,YES,NO,YES,CLEAR
"BDW","Add Delivery Item for Pallet",true,"Do you add returnable packaging as a separate line item on deliveries?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Execute Picking",true,"How do you pick goods and returnable packaging for shipment?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Check Batches (Optional)",true,"Do you use batch management for returnable packaging?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Post Goods Issue",true,"How do you record goods leaving your warehouse?",GOOD,OK,YES,YES,YES,YES,NO,YES,NEEDS_CONTEXT
"BDW","Create Billing Documents",true,"How do you bill customers for returnable packaging?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Create Attachment for Billing (Optional)",true,"Do you attach documents to sales, delivery, or billing records?",GOOD,OK,YES,YES,YES,YES,NO,YES,CLEAR
"BDW","Post Incoming Payment",true,"How do you process incoming payments for returnables?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"BDW","Create Outbound Delivery without Order Reference (Optional)",true,"Do you ship returnable packaging without a formal sales order?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Create Pallets Return Sales Order",true,"How do you process the return of packaging from customers?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"BDW","Post Goods Receipt",true,"How do you record returned packaging arriving at your warehouse?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Return Process for Returnable Materials (Second Variant)",true,"Do you use an alternative return process for returnable materials?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"BDW","Create Pallets Issue Order",true,"Do you issue returnable packaging through a separate issue process?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Create Billing Document",true,"How do you bill customers for returnable packaging?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Additional Information: Scheduling Job (alternative): Job Scheduling for Delivery Creation (Alternative)",true,"Does your implementation team need to configure returnables processing settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Additional Information: Scheduling Job (alternative): Job Scheduling for Goods Issue Deliveries (Alternative)",true,"Does your implementation team need to configure returnables processing settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Additional Information: Scheduling Job (alternative): Job Scheduling for Billing Creation (Alternative)",true,"Does your implementation team need to configure returnables processing settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Additional Information: Scheduling Job (alternative): Job Scheduling for Billing Release (Alternative)",true,"Does your implementation team need to configure returnables processing settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Additional Information: Scheduling Job (alternative): Job Scheduling for Billing Output (Alternative)",true,"Does your implementation team need to configure returnables processing settings?",GENERIC,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"BDW","Delivery Process for Returnable Materials (Optional)",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BDW","Create Outbound Delivery w/o Order Reference",false,"",MISSING,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2ET","Additional Information",true,"Does your implementation team need to configure sales order settings for non-stock materials?",GENERIC,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Additional Information: Preliminary Steps: Set POD Relevance for Delivery Item Category",true,"Does your implementation team need to configure sales order settings for non-stock materials?",GENERIC,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Additional Information: Preliminary Steps: Set Relevant for Proof of Delivery in BP Master Data",true,"Does your implementation team need to configure sales order settings for non-stock materials?",GENERIC,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Test Procedures",true,"Does your team need to validate the non-stock sales order process through testing?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"2ET","Basic Credit Management (BD6) - Set Credit Limit (Optional)",true,"Do you check customer credit limits before accepting sales orders?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Sales Quotation (BDG) (Optional)",true,"Do you create formal quotations for customers before they place orders?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Sales Contract (Optional)",true,"Do you use long-term sales contracts or agreements with customers?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Create Sales Order",true,"How do customer orders for non-stock items enter your system?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Process Sales Order Approval (Optional)",true,"Do sales orders require approval before processing?",EXCELLENT,OK,YES,YES,NONE,YES,YES,YES,CLEAR
"2ET","Basic Credit Management (BD6) - Review Blocked Sales Orders (Optional)",true,"Do you check customer credit limits before accepting sales orders?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Create Delivery",true,"How do you create delivery documents for non-stock items?",GOOD,OK,YES,YES,NONE,YES,YES,YES,CLEAR
"2ET","Split Outbound Delivery (Optional)",true,"Do you split deliveries across multiple shipments?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"2ET","Add Freight Cost (Optional)",true,"Do you add freight charges to deliveries?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Post Goods Issue",true,"How do you record goods leaving your location for non-stock items?",GOOD,OK,YES,YES,YES,YES,YES,YES,NEEDS_CONTEXT
"2ET","Proof of Delivery (Optional)",true,"Do you use proof of delivery confirmation?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Create Billing Document",true,"How do you create customer invoices for non-stock items?",EXCELLENT,OK,YES,YES,YES,YES,YES,YES,CLEAR
"2ET","Create Pro Forma Invoice (Optional)",true,"Do you issue pro forma invoices before actual billing?",GOOD,OK,YES,YES,YES,YES,YES,YES,CLEAR
